collection_id,collection_name,_id,title,origin_title,english_title,slug,overview,runtime,release_date,year,publish,thumbnail_path,banner_path,type,status
KZqYOAEUXKTw,Phim Điện Ảnh MỚi Coóng,x7W7iyvRrQUi,Đêm Kinh Hoàng ở Sở Thú,Night of the Zoopocalypse,Night of the Zoopocalypse,night-of-the-zoopocalypse,A wolf and mountain lion team up when a meteor unleashes a virus turning zoo animals into zombies. They join forces with other survivors to rescue the zoo and stop the deranged mutant leader from spreading the virus.,91,2025-01-29,2025,TRUE,empty,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/nCejOVZcOxKS27nnbh28NKXOdXF.jpg,movie,updating
KZqYOAEUXKTw,Phim Điện Ảnh MỚi Coóng,pZKV0eliKiMf,Hảo Đông Tây,好东西,Her Story,her-story,"Wang Tiemei, a single mother, loses her job and moves, befriending neighbor Xiaoye who appears cheerful but is depressed. Their bond grows as Tiemei navigates relationships with her ex-husband causing trouble.",123,2024-11-28,2024,TRUE,empty,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/d19YpGra7LRMYnOZQi9Vbn1jjhB.jpg,movie,updating
KZqYOAEUXKTw,Phim Điện Ảnh MỚi Coóng,Np89QQa71XKJ,Kẻ Gác Giữ Khu Phố,Neighborhood Watch,Neighborhood Watch,neighborhood-watch,"When a mentally ill young man thinks he witnesses an abduction and the police refuse to believe him, he reluctantly turns to his next-door neighbor - a bitter, retired security guard - to help him find the missing woman.",92,2025-04-25,2025,TRUE,empty,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/dtSYJ20Qy1yLM9KTnv2SUEfxekO.jpg,movie,updating
KZqYOAEUXKTw,Phim Điện Ảnh MỚi Coóng,w06E-sRs5T3H,Mèo Mập Mang 10 Mạng,10 Lives,10 Lives,10-lives,"A pampered cat takes for granted the lucky hand he has been dealt after he is rescued and loved by Rose, a kind-hearted and passionate student. When he loses his ninth life, fate steps in to set him on a transformative journey.",88,2024-04-05,2024,TRUE,empty,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/r2D7MkNocsqKOqGnnGEQThU26JS.jpg,movie,updating
KZqYOAEUXKTw,Phim Điện Ảnh MỚi Coóng,U8ijs6yg8eYj,404 Chạy Ngay Đi,404 สุขีนิรันดร์..RUN RUN,404 Run Run,404-run-run,"Nakrob, a young real estate swindler, discovers an abandoned hillside hotel by the beach. Seeing an opportunity, he decides to turn it into a luxury hotel scam.",104,2025-03-20,2025,TRUE,empty,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/z2TWhTRFzriygLygsjTbIHFYcQW.jpg,movie,updating
KZqYOAEUXKTw,Phim Điện Ảnh MỚi Coóng,2aFH6aGJ0RD4,Wicked: Phù Thủy Xứ Oz,Wicked,Wicked,wicked,"Elphaba, a young woman ridiculed for her green skin, and Galinda, a popular girl, become friends at Shiz University in the Land of Oz. After an encounter with the Wonderful Wizard of Oz, their friendship reaches a crossroads.",160,2024-11-28,2024,TRUE,empty,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/xDGbZ0JJ3mYaGKy4Nzd9Kph6M9L.jpg,movie,updating
KZqYOAEUXKTw,Phim Điện Ảnh MỚi Coóng,_kXHVevn13f2,Sứ Mệnh Của Cha,The Dad Quest,The Dad Quest,the-dad-quest,"When a father-son duo learns that they may not be biologically related, the two embark on a wild adventure through Mexico to find the truth.",83,2025-04-09,2025,TRUE,empty,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/5YxF7mW7vp6ETRYznnlkWIsauem.jpg,movie,updating
9Yy4RWjSI8JN,Top 10 phim bộ hôm nay,cm1taXjg_esW,Cung Điện Ma Ám,귀궁,The Haunted Palace,the-haunted-palace,"Palcheokgwi who holds a grudge against the king, the shaman who fights against him, and the Imugi Gangcheori",45,2025-04-18,2025,TRUE,empty,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/nR1cuxMOPqHHapEzORa8RESKrWG.jpg,tvshow,updating
9Yy4RWjSI8JN,Top 10 phim bộ hôm nay,Lkf1VEFp1wo5,Khi Cuộc Đời Cho Bạn Quả Quýt,폭싹 속았수다,When Life Gives You Tangerines,when-life-gives-you-tangerines,"In Jeju, a spirited girl and a steadfast boy's island story blossoms into a lifelong tale of setbacks and triumphs, proving love endures across time.",60,2025-03-07,2025,TRUE,empty,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/Afrz3QAcQcsT6w4S5wrKUxmYPWM.jpg,tvshow,updating
9Yy4RWjSI8JN,Top 10 phim bộ hôm nay,eD3yuhBjPE7V,Khó Dỗ Dành,难哄,The First Frost,the-first-frost,"Wen Yifan, a reporter, meets Sang Yan, her former high school crush at a bar. Initially pretending not to recognize each other, circumstances lead them to become housemates. They rekindle their love and reconcile the relationship.",45,2025-02-20,2025,TRUE,empty,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/iqFr4kgIdJU73YoJr4Vdf7gFZqr.jpg,tvshow,updating
9Yy4RWjSI8JN,Top 10 phim bộ hôm nay,KmSzfUdunncR,Vô Ưu Độ,无忧渡,The Demon Hunter's Romance,the-demon-hunters-romance,"In Guangping City, where humans and demons coexist, Ban Xia, a wealthy girl with the rare ability to see demons' true forms, is deemed delusional by her family. After exposing her cousin’s bride as a demon, she’s forced to flee and meets demon hunter Xuan Ye. He helps her see the hidden world more clearly and reveals not all demons are evil. As they investigate her father's mysterious death and other strange events, their bond deepens. But Xuan Ye's buried past and a shocking truth about his identity threaten to tear them apart.",45,2025-04-12,2025,TRUE,empty,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/mBmOko0HAs7cVS60cZo6IxLf5e6.jpg,tvshow,updating
9Yy4RWjSI8JN,Top 10 phim bộ hôm nay,LVh6ZphHkE3O,Những Bác Sĩ Tài Hoa,슬기로운 의사 생활,Hospital Playlist,hospital-playlist,Hospital Playlist tells the story of five doctors who have been friends since they entered medical school in 1999.,84,2020-03-13,2020,TRUE,empty,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/clYgUKk4CzmKpEukW2I2oDg9k1Q.jpg,tvshow,updating
wNRGNOeJksLV,Mãn Nhãn với Phim Chiếu Rạp,nyskXE3T6ywq,Bước Chân Dũng Cảm,The Unbreakable Boy,The Unbreakable Boy,the-unbreakable-boy,"A young boy with both a rare brittle-bone disease and autism transforms everyone around him with his joyous, funny, and life-affirming world view.",109,2025-02-21,2025,TRUE,empty,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/ob1cuQzzggELGtWx5TchixKsBVn.jpg,movie,updating
wNRGNOeJksLV,Mãn Nhãn với Phim Chiếu Rạp,KlIq_a0rLSZ7,The Monkey: Tiếng Vọng Kinh Hoàng,The Monkey,The Monkey,the-monkey,"When twin brothers Bill and Hal find their father's old monkey toy in the attic, a series of gruesome deaths start. The siblings decide to throw the toy away and move on with their lives, growing apart over the years.",98,2025-02-20,2025,TRUE,empty,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/yYa8Onk9ow7ukcnfp2QWVvjWYel.jpg,movie,updating
wNRGNOeJksLV,Mãn Nhãn với Phim Chiếu Rạp,Mlbhx44vdLTz,Nữ Tu Bóng Tối,Dark Nuns,Dark Nuns,dark-nuns,"A young boy Hee-Joon is possessed by an evil spirit. Nun Yunia tries to save him, assisted by Nun Mikaela. Priest Paul attempts medical treatment, while Priest Andrew performs an exorcism to rid Hee-Joon of the spirit.",114,2025-02-06,2025,TRUE,empty,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/scslRlsYyZKMdk9pRHpJDFoU1AG.jpg,movie,updating
wNRGNOeJksLV,Mãn Nhãn với Phim Chiếu Rạp,gFOt1dBF6XGH,Người Sói,Wolf Man,Wolf Man,wolf-man,"A family at a remote farmhouse is attacked by an unseen animal, but as the night stretches on, the father begins to transform into something unrecognizable.",103,2025-01-16,2025,TRUE,empty,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/wpSDzTBfF0Eeo5lzu2w9FTujGqd.jpg,movie,updating
wNRGNOeJksLV,Mãn Nhãn với Phim Chiếu Rạp,wSspf2N5ivpx,Cáp Nhĩ Tân,하얼빈,Harbin,harbin,Follows Korean independence activists who launched a daring attack in Harbin against the Japanese to gain their country's independence.,108,2025-01-23,2025,TRUE,empty,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/1VVqHbb0Nb1kIh2lkFOKUMmSseP.jpg,movie,updating
wNRGNOeJksLV,Mãn Nhãn với Phim Chiếu Rạp,WNcKfG8PchcI,Nhím Sonic 3,ソニック×シャドウ TOKYO MISSION,Sonic the Hedgehog 3,sonic-the-hedgehog-3,"Sonic, Knuckles, and Tails reunite against a powerful new adversary, Shadow, a mysterious villain with powers unlike anything they have faced before. With their abilities outmatched, Team Sonic must seek out an unlikely alliance.",110,2024-12-26,2024,TRUE,empty,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/d8Ryb8AunYAuycVKDp5HpdWPKgC.jpg,movie,updating
XRxg7uIHH_AW,Tôi nhớ Disney của Ngày Xưa!!,VBhfcMzgBPeL,Hannah Montana,Hannah Montana,Hannah Montana,hannah-montana,Adventures of a teenage pop star who keeps her identity secret from even her closest friends by using a disguise on-stage.,23,2010-01-01,2010,TRUE,empty,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/nuxo1MfRDCQP5tDI4PR6vXHd2jy.jpg,tvshow,updating
XRxg7uIHH_AW,Tôi nhớ Disney của Ngày Xưa!!,g-X7gB3FTWpk,Tổ Ấm của Raven,Raven's Home,Raven's Home,ravens-home,"Though Raven Baxter is psychic, she never guessed that she would be a single mother living in an apartment with her twins, Nia and Booker Baxter, and her best friend Chelsea and her son Levi.",22,2017-09-21,2017,TRUE,empty,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/bEyovwWgUNML5ycWec1WhTU67yr.jpg,tvshow,updating
XRxg7uIHH_AW,Tôi nhớ Disney của Ngày Xưa!!,lY7pKQL4npMU,"Chúc May Mắn, Charlie",Good Luck Charlie,Good Luck Charlie,good-luck-charlie,"The Duncan family are adjusting to the surprise birth of their fourth child, Charlie. When parents Amy and Bob return to work they put their latest addition in the care of her three older siblings.",22,2010-07-23,2010,TRUE,empty,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/cyYwkXW1vd3YpiFVlb7y0hgIzuu.jpg,tvshow,updating
XRxg7uIHH_AW,Tôi nhớ Disney của Ngày Xưa!!,pIhuWsDjT_69,Thị Trấn Bí Ẩn,Gravity Falls,Gravity Falls,gravity-falls,"Twin siblings Dipper and Mabel Pines spend the summer at their great-uncle's tourist trap in the enigmatic Gravity Falls, Oregon.",23,2012-09-24,2012,TRUE,empty,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/dNxEEK5CdNQbp4YcEtICXelRqvP.jpg,tvshow,updating
7UDKECpSuwW0,Top 10 phim lẻ hôm nay,x38xwCpKj1zC,Buổi Hẹn Hò Kinh Hoàng,Drop,Drop,drop,"A widowed mother's first date in years takes a terrifying turn when she's bombarded with anonymous threatening messages on her phone during their upscale dinner, leaving her questioning if her charming date is behind the harassment.",95,2025-04-17,2025,TRUE,empty,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/dS2S5lpfgRIRQOb7LDCjNsQqKjp.jpg,movie,updating
7UDKECpSuwW0,Top 10 phim lẻ hôm nay,OK2dgOzuuA8w,Mật Vụ Phụ Hồ,A Working Man,A Working Man,a-working-man,"Levon Cade left his profession behind to work construction and be a good dad to his daughter. But when a local girl vanishes, he's asked to return to the skills that made him a mythic figure in the shadowy world of counter-terrorism.",116,2025-03-27,2025,TRUE,empty,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/6FRFIogh3zFnVWn7Z6zcYnIbRcX.jpg,movie,updating
7UDKECpSuwW0,Top 10 phim lẻ hôm nay,eBN-mhsV1Xkt,Harry Potter và Hòn Đá Phù Thủy,Harry Potter and the Sorcerer's Stone,Harry Potter and the Sorcerer's Stone,harry-potter-and-the-sorcerers-stone,"An orphaned boy enrolls in a school of wizardry, where he learns the truth about himself, his family and the terrible evil that haunts the magical world.",152,2001-11-29,2001,TRUE,empty,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/wuMc08IPKEatf9rnMNXvIDxqP4W.jpg,movie,updating
7UDKECpSuwW0,Top 10 phim lẻ hôm nay,qoZAMie-kmRm,Havoc: Tàn Phá,Havoc,Havoc,havoc,"After a drug deal gone wrong, a bruised detective must fight his way through the criminal underworld to rescue a politician's estranged son, unraveling a deep web of corruption and conspiracy that ensnares his entire city.",107,2025-04-25,2025,TRUE,empty,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/r46leE6PSzLR3pnVzaxx5Q30yUF.jpg,movie,updating
7UDKECpSuwW0,Top 10 phim lẻ hôm nay,0qFaDGhnOVmy,Captain America: Thế Giới Mới,Captain America: Brave New World,Captain America: Brave New World,captain-america-brave-new-world,"Sam Wilson, the new Captain America, finds himself in the middle of an international incident and must discover the motive behind a nefarious global plan.",118,2025-02-13,2025,TRUE,empty,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/pzIddUEMWhWzfvLI3TwxUG2wGoi.jpg,movie,updating
7UDKECpSuwW0,Top 10 phim lẻ hôm nay,qw9pdEyMctWP,Harry Potter và Phòng Chứa Bí Mật,Harry Potter and the Chamber of Secrets,Harry Potter and the Chamber of Secrets,harry-potter-and-the-chamber-of-secrets,"Harry Potter lives his second year at Hogwarts with Ron and Hermione when a message on the wall announces that the legendary Chamber of Secrets has been opened. The trio soon realize that, to save the school, it will take a lot of courage.",161,2002-11-28,2002,TRUE,empty,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/sdEOH0992YZ0QSxgXNIGLq1ToUi.jpg,movie,updating
7UDKECpSuwW0,Top 10 phim lẻ hôm nay,XA04yb0ZIBcN,Cái Chết của Con Kỳ Lân,Death of a Unicorn,Death of a Unicorn,death-of-a-unicorn,"A father and daughter accidentally hit and kill a unicorn while en route to a weekend retreat, where his billionaire boss seeks to exploit the creature's miraculous curative properties.",107,2025-04-10,2025,TRUE,empty,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/lXR32JepFwD1UHkplWqtBP1K79z.jpg,movie,updating
7UDKECpSuwW0,Top 10 phim lẻ hôm nay,ZXqomoYYzaYC,Harry Potter và Chiếc Cốc Lửa,Harry Potter and the Goblet of Fire,Harry Potter and the Goblet of Fire,harry-potter-and-the-goblet-of-fire,"Harry Potter finds himself competing in a hazardous tournament between rival schools of magic, but he is distracted by recurring nightmares.",157,2005-12-01,2005,TRUE,empty,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/fECBtHlr0RB3foNHDiCBXeg9Bv9.jpg,movie,updating
7UDKECpSuwW0,Top 10 phim lẻ hôm nay,zOZneIkSlIcD,Harry Potter và Tù Nhân Ngục Azkaban,Harry Potter and the Prisoner of Azkaban,Harry Potter and the Prisoner of Azkaban,harry-potter-and-the-prisoner-of-azkaban,"Harry Potter, Ron and Hermione return to Hogwarts School of Witchcraft and Wizardry for their third year of study, where they delve into the mystery surrounding an escaped prisoner who poses a dangerous threat to the young wizard.",144,2004-06-10,2004,TRUE,empty,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/aWxwnYoe8p2d2fcxOqtvAtJ72Rw.jpg,movie,updating
S3GEdwVngJNa,Phim Thiếu Nhi mà Người Lớn Vẫn Thích Cày,RrwElwt4F60H,Phù Thủy Tồi Tệ,The Worst Witch,The Worst Witch,the-worst-witch,Mildred lives an ordinary life until the day that Maud Spellbody crashes her broomstick into their balcony. Maud then introduces Mildred to Cackle's Academy--a school for young witches set high on a mountaintop.,30,2017-07-21,2017,TRUE,empty,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/fLhJKgPKeBsQaSe0i7VOnRQl37r.jpg,tvshow,updating
S3GEdwVngJNa,Phim Thiếu Nhi mà Người Lớn Vẫn Thích Cày,B4VcoYC7CsTt,Phineas và Ferb,Phineas and Ferb,Phineas and Ferb,phineas-and-ferb,"Phineas and Ferb invent, scheme, and stay one step ahead of their bratty sister. Meanwhile, their pet platypus plots against evil Dr. Doofenshmirtz.",15,2010-09-14,2010,TRUE,empty,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/oSLwJMOOQGAsyJNMi4Y3MO44iAJ.jpg,tvshow,updating
S3GEdwVngJNa,Phim Thiếu Nhi mà Người Lớn Vẫn Thích Cày,ZWbPZ3ZCiXX3,Điệp Viên Siêu Hạng,Totally Spies!,Totally Spies!,totally-spies!,"A trio of boy-crazy, fashionista teen girls from Beverly Hills balance their personal and school lives with their work as super-spies.",22,2001-11-03,2001,TRUE,empty,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/zSu4xj0WKh9W6V2QQl3qPBKMaoI.jpg,tvshow,updating
S3GEdwVngJNa,Phim Thiếu Nhi mà Người Lớn Vẫn Thích Cày,oWE32i4wjKUH,Plankton: Bản Điện Ảnh,Plankton: The Movie,Plankton: The Movie,plankton-the-movie,"When Karen the Computer decides to take over the world, it's up to Plankton to stop her - with a little help from SpongeBob and the Gal Pals (Pearl, Sandy, and Mrs. Puff).",87,2025-03-07,2025,TRUE,empty,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/hGaUNLF5VZbg9ovPTyjm9Rv5xWz.jpg,movie,updating
S3GEdwVngJNa,Phim Thiếu Nhi mà Người Lớn Vẫn Thích Cày,hPOVSV91XSt0,Thế Giới Kì Diệu của Gumball,The Amazing World of Gumball,The Amazing World of Gumball,the-amazing-world-of-gumball,The life of a twelve-year-old boy who happens to be a blue cat as he lives with his family and other strange creatures.,11,2025-04-17,2025,TRUE,empty,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/VYnnyA2hyxi3VUPgCA71mMtt69.jpg,tvshow,updating
bUK6tNguaiG9,Phim Sắp Tới Trên Rổ,Ds7vWn5bayYD,Bộ Tứ Siêu Đẳng: Bước Đi Đầu Tiên,The Fantastic Four: First Steps,The Fantastic Four: First Steps,the-fantastic-four-first-steps,"Forced to balance their roles as heroes with the strength of their family bond, the Fantastic Four must defend Earth from a ravenous space god called Galactus and his enigmatic Herald, Silver Surfer.",11,2025-07-24,2025,TRUE,empty,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/x26MtUlwtWD26d0G0FXcppxCJio.jpg,movie,updating
bUK6tNguaiG9,Phim Sắp Tới Trên Rổ,K67HjyqgPZy4,Superman,Superman,Superman,superman,"Follows the titular superhero as he reconciles his heritage with his human upbringing. He is the embodiment of truth, justice and the human way in a world that views this as old-fashioned.",134,2025-07-10,2025,TRUE,empty,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/wPLysNDLffQLOVebZQCbXJEv6E6.jpg,movie,updating
bUK6tNguaiG9,Phim Sắp Tới Trên Rổ,pqlyBpMCtZJc,Thế Giới Khủng Long: Tái Sinh,Jurassic World Rebirth,Jurassic World Rebirth,jurassic-world-rebirth,"Five years post-Jurassic World Dominion, an expedition braves isolated equatorial regions to extract DNA from three massive prehistoric creatures for a groundbreaking medical breakthrough.",134,2025-07-03,2025,TRUE,empty,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/3wCFTfLYxYtq5QIbQolkq7GJGxZ.jpg,movie,updating
